id,average_weight,mechanics
157432,0,
157435,1.5,Trick-taking
157439,2,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Simulation,Variable Phase Order"
15744,0,
157441,2,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Simulation,Variable Player Powers"
157443,2,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Simulation,Variable Player Powers"
157445,2,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Simulation,Variable Phase Order"
157446,2,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Simulation,Variable Player Powers"
157449,2.25,Hex-and-Counter
15745,5,Roll / Spin and Move
157451,2,"Co-operative Play,Memory,Pattern Recognition"
157452,3,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Player Elimination,Press Your Luck"
157453,1,"Press Your Luck,Storytelling"
157454,0,"Memory,Set Collection"
157455,0,"Deck / Pool Building,Hand Management,Variable Player Powers"
157456,0,"Set Collection,Storytelling"
157458,0,"Area Enclosure,Area Movement,Deck / Pool Building,Hand Management,Modular Board,Tile Placement"
157462,0,Storytelling
157464,3.3636,"Card Drafting,Hand Management,Variable Player Powers"
157465,0,Simulation
157467,1.5,"Action / Movement Programming,Deck / Pool Building,Memory,Press Your Luck"
157468,0,
15747,1,Storytelling
157470,0,"Dice Rolling,Hex-and-Counter,Player Elimination"
157473,0,"Dice Rolling,Set Collection,Take That"
157475,0,"Dice Rolling,Set Collection,Take That"
157476,0,"Card Drafting,Co-operative Play,Deck / Pool Building,Hand Management,Memory,Pattern Recognition,Pick-up and Deliver,Storytelling,Take That"
157478,0,
157479,2,
15748,3,"Dice Rolling,Hex-and-Counter,Simulation"
157480,0,"Co-operative Play,Line Drawing,Paper-and-Pencil"
157482,3.375,"Action Point Allowance System,Hand Management,Secret Unit Deployment,Variable Player Powers"
157483,0,"Card Drafting,Hand Management,Simulation,Variable Player Powers"
157484,0,"Dice Rolling,Set Collection"
157487,2,"Area Control / Area Influence,Area Movement,Dice Rolling"
157488,3,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling"
157489,2,
15749,0,Hand Management
157497,1,"Card Drafting,Set Collection"
1575,3.5556,Hex-and-Counter
15750,1.5,Roll / Spin and Move
157503,0,"Point to Point Movement,Roll / Spin and Move"
157505,1,"Pattern Building,Pattern Recognition"
157506,0,
157507,0,Pick-up and Deliver
157508,0,
15751,0,Pattern Building
157512,0,
157513,0,
157515,0,Co-operative Play
15752,0,"Hand Management,Pick-up and Deliver"
157521,3.2632,"Campaign / Battle Card Driven,Dice Rolling,Secret Unit Deployment,Simulation"
157525,2,"Action / Movement Programming,Hand Management,Set Collection"
157526,2.625,"Card Drafting,Hand Management,Memory,Set Collection,Tile Placement"
157528,2.5,Hex-and-Counter
157529,2.875,Hex-and-Counter
15753,1,Set Collection
157532,5,"Chit-Pull System,Hex-and-Counter,Simulation"
15754,0,"Memory,Roll / Spin and Move"
15756,0,"Acting,Co-operative Play,Hand Management,Partnerships"
15757,1,"Pattern Recognition,Pick-up and Deliver,Set Collection"
157571,0,"Pattern Building,Set Collection"
157572,3,"Area Control / Area Influence,Area Movement,Grid Movement"
157573,3,"Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Hex-and-Counter,Simulation"
157575,0,
15758,0,"Area Movement,Pick-up and Deliver,Roll / Spin and Move"
157581,1,"Dice Rolling,Press Your Luck"
157582,0,"Dice Rolling,Simulation"
157583,0,Hand Management
157585,0,"Dice Rolling,Memory"
157586,1.5385,"Hand Management,Pattern Building,Pattern Recognition,Take That"
15759,0,"Memory,Set Collection"
157593,1.8333,"Grid Movement,Pattern Recognition,Tile Placement,Variable Player Powers"
157599,3,"Dice Rolling,Simulation"
1576,1.9844,Hex-and-Counter
15760,0,"Hand Management,Pattern Building"
157601,0,"Card Drafting,Hand Management"
15761,0,Trick-taking
157615,0,Simulation
15762,0,Acting
157623,0,"Action / Movement Programming,Area Control / Area Influence,Auction/Bidding,Card Drafting,Dice Rolling,Grid Movement,Hand Management,Roll / Spin and Move,Trading,Variable Player Powers"
157625,0,"Hex-and-Counter,Simulation"
157627,1.5,"Card Drafting,Hand Management,Press Your Luck,Storytelling"
157629,1,"Deck / Pool Building,Hand Management,Memory"
15763,1,
15764,2.5,Hand Management
157640,0,
157643,0,"Area Control / Area Influence,Area Movement,Secret Unit Deployment,Variable Player Powers"
157646,2,"Card Drafting,Deck / Pool Building"
15765,0,"Memory,Roll / Spin and Move"
157653,3.4286,"Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation"
157654,0,
157655,0,Roll / Spin and Move
157656,2,"Memory,Set Collection"
157658,0,"Co-operative Play,Dice Rolling,Role Playing"
15766,0,Dice Rolling
157661,0,"Co-operative Play,Modular Board"
157662,0,Modular Board
157663,0,"Co-operative Play,Modular Board"
157664,0,"Co-operative Play,Modular Board"
157665,0,"Co-operative Play,Modular Board"
157666,0,Hex-and-Counter
157667,0,Hex-and-Counter
157668,0,Hex-and-Counter
157669,2,
15767,1,Roll / Spin and Move
157670,0,Hex-and-Counter
157672,0,"Dice Rolling,Grid Movement,Modular Board"
157673,2,Co-operative Play
157675,1,
15768,0,Dice Rolling
157681,0,Roll / Spin and Move
157682,2,"Area Control / Area Influence,Campaign / Battle Card Driven"
157683,0,Acting
157684,3,
15769,0,"Pattern Recognition,Pick-up and Deliver,Tile Placement"
157692,0,
157696,1,Line Drawing
157697,1,
157698,0,"Point to Point Movement,Roll / Spin and Move"
1577,2.8167,
15770,0,"Acting,Area-Impulse"
157705,0,"Co-operative Play,Dice Rolling,Grid Movement,Modular Board"
15771,0,"Dice Rolling,Pattern Building,Set Collection"
15772,0,"Set Collection,Tile Placement"
157723,1.0667,"Hand Management,Rock-Paper-Scissors"
157728,0,
157729,0,Hex-and-Counter
15773,0,Memory
157732,0,Dice Rolling
157738,3,Trick-taking
15774,0,Memory
157743,0,Roll / Spin and Move
157745,1,
157746,0,"Auction/Bidding,Dice Rolling,Player Elimination,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
15775,0,Roll / Spin and Move
157757,0,Dice Rolling
15776,0,Partnerships
157765,0,
157766,0,Roll / Spin and Move
157767,0,"Card Drafting,Dice Rolling,Roll / Spin and Move"
15777,0,"Hand Management,Pick-up and Deliver,Point to Point Movement,Simultaneous Action Selection"
157770,1,
157771,0,Grid Movement
157773,0,"Dice Rolling,Hex-and-Counter"
157775,0,"Card Drafting,Dice Rolling,Hand Management,Press Your Luck,Set Collection"
157776,0,"Card Drafting,Deck / Pool Building,Hand Management"
157777,0,"Dice Rolling,Paper-and-Pencil"
157779,2.8,Grid Movement
15778,1,Dice Rolling
157783,0,"Area Control / Area Influence,Hex-and-Counter,Tile Placement"
157785,0,
157786,0,Roll / Spin and Move
157789,1.9067,"Area Control / Area Influence,Hand Management"
15779,1,"Memory,Set Collection"
157799,2,"Betting/Wagering,Hand Management,Memory"
1578,2.3784,"Campaign / Battle Card Driven,Hand Management,Modular Board"
15780,0,"Memory,Storytelling"
157809,2.0165,Dice Rolling
15781,0,"Area Movement,Pattern Building,Pattern Recognition"
157813,1,Set Collection
157814,2.75,"Auction/Bidding,Card Drafting,Simultaneous Action Selection,Worker Placement"
157815,1.6,"Card Drafting,Simultaneous Action Selection"
157816,2,
15782,1,"Memory,Set Collection"
157820,1.425,"Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Press Your Luck,Roll / Spin and Move,Tile Placement"
15783,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading"
157834,2,Campaign / Battle Card Driven
157835,0,"Grid Movement,Player Elimination"
157838,1.0909,"Dice Rolling,Press Your Luck"
15784,1,"Co-operative Play,Partnerships,Point to Point Movement"
157840,0,"Dice Rolling,Press Your Luck,Set Collection"
15785,2,Pattern Recognition
15786,0,"Dice Rolling,Pattern Recognition,Set Collection"
15787,0,Roll / Spin and Move
157878,0,"Dice Rolling,Partnerships,Simulation,Trading"
157879,0,"Dice Rolling,Grid Movement,Memory,Modular Board,Tile Placement"
15788,1.6667,"Area Movement,Roll / Spin and Move"
15789,0,Roll / Spin and Move
157892,0,Hand Management
157894,2,Pattern Building
157896,2,"Action / Movement Programming,Memory,Press Your Luck,Rock-Paper-Scissors"
157897,0,"Campaign / Battle Card Driven,Card Drafting,Dice Rolling,Point to Point Movement"
1579,1.5385,"Hand Management,Simulation,Variable Player Powers"
15790,0,"Acting,Memory,Pattern Building"
157907,0,
15791,1.7778,Secret Unit Deployment
157912,2.375,"Card Drafting,Hand Management,Set Collection"
157913,0,"Area Control / Area Influence,Roll / Spin and Move"
157917,3.96,"Action / Movement Programming,Action Point Allowance System,Area Control / Area Influence,Variable Phase Order,Variable Player Powers,Worker Placement"
15792,0,"Commodity Speculation,Roll / Spin and Move,Stock Holding"
157920,2,"Dice Rolling,Hand Management,Memory"
157921,2.75,"Auction/Bidding,Card Drafting,Simultaneous Action Selection,Worker Placement"
157922,2.75,"Auction/Bidding,Card Drafting,Worker Placement"
157923,1,"Hand Management,Simultaneous Action Selection"
157924,1.1538,"Hand Management,Simultaneous Action Selection"
157925,0,"Hand Management,Simultaneous Action Selection"
157927,2,"Partnerships,Voting"
15793,1,"Dice Rolling,Modular Board,Tile Placement"
157932,0,"Action Point Allowance System,Card Drafting,Press Your Luck"
157934,0,Card Drafting
15794,0,"Pick-up and Deliver,Roll / Spin and Move"
157941,0,
157942,1.8889,"Deck / Pool Building,Pattern Building"
157943,0,"Hand Management,Simultaneous Action Selection"
157944,0,"Action Point Allowance System,Dice Rolling,Player Elimination"
157945,0,Dice Rolling
15795,0,Roll / Spin and Move
157950,0,"Hand Management,Pattern Building"
157952,1.5,
157958,1.9298,"Area Movement,Card Drafting,Dice Rolling,Player Elimination,Press Your Luck,Role Playing,Route/Network Building"
15796,0,
157969,1.6635,"Card Drafting,Hand Management,Role Playing,Set Collection"
15797,0,
157973,0,"Action Point Allowance System,Variable Player Powers"
157978,3.5,Hex-and-Counter
157979,2.75,"Action Point Allowance System,Area Control / Area Influence,Co-operative Play,Deck / Pool Building,Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver,Tile Placement,Trading,Variable Player Powers"
15798,0,Memory
15799,0,Memory
157991,2.6923,"Co-operative Play,Deck / Pool Building,Dice Rolling,Variable Player Powers"
157992,2.75,"Campaign / Battle Card Driven,Co-operative Play,Dice Rolling,Variable Player Powers"
157993,0,Hex-and-Counter
157995,1.5,Tile Placement
157996,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
157997,0,
157998,0,Roll / Spin and Move
157999,0,Roll / Spin and Move
158,2.6275,"Auction/Bidding,Hand Management,Point to Point Movement"
1580,1.5312,
158001,0,Roll / Spin and Move
158003,0,"Pattern Building,Tile Placement"
15801,0,
158015,0,"Card Drafting,Dice Rolling,Trading"
158017,0,"Point to Point Movement,Roll / Spin and Move"
158018,0,"Point to Point Movement,Roll / Spin and Move"
158019,2.6667,"Co-operative Play,Hand Management,Variable Player Powers"
15802,0,
158025,0,"Card Drafting,Hand Management"
15803,0,
158030,3,"Modular Board,Tile Placement,Variable Player Powers,Worker Placement"
15804,1.7,"Modular Board,Tile Placement"
158041,2.5,"Area Control / Area Influence,Tile Placement"
158048,0,Dice Rolling
15805,3,"Chit-Pull System,Dice Rolling,Hex-and-Counter"
158050,0,"Dice Rolling,Memory,Roll / Spin and Move"
158051,0,Set Collection
158052,0,Set Collection
158053,0,"Action Point Allowance System,Hand Management"
158054,0,Tile Placement
158059,2.6667,Acting
15806,1.5,
158060,0,Rock-Paper-Scissors
158061,2,
158063,4,"Hand Management,Player Elimination,Take That,Variable Player Powers"
158068,0,"Acting,Card Drafting,Line Drawing,Set Collection"
15807,0,Roll / Spin and Move
158070,0,"Grid Movement,Simultaneous Action Selection"
158074,0,
158077,0,"Grid Movement,Player Elimination"
15808,0,"Memory,Roll / Spin and Move"
15809,0,
158093,2.2,"Hand Management,Set Collection"
158096,0,Set Collection
158098,5,"Hex-and-Counter,Variable Player Powers"
1581,1.2,Pick-up and Deliver
15810,1.75,Hand Management
158100,1,Pattern Building
158109,2.6184,"Area Control / Area Influence,Dice Rolling,Hand Management,Point to Point Movement"
15811,1,
158110,0,"Dice Rolling,Variable Phase Order,Worker Placement"
158111,1,Roll / Spin and Move
158112,0,"Action Point Allowance System,Hand Management,Tile Placement"
158115,0,Voting
158116,0,"Auction/Bidding,Dice Rolling,Press Your Luck,Set Collection"
158118,0,Worker Placement
158119,0,"Tile Placement,Voting"
15812,3,
158120,0,"Co-operative Play,Memory,Role Playing,Set Collection,Trading"
158122,2.4444,"Area Enclosure,Deck / Pool Building,Hex-and-Counter,Modular Board,Simultaneous Action Selection,Take That,Tile Placement"
158129,0,"Action / Movement Programming,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
15813,0,"Dice Rolling,Simulation"
158130,2.1667,"Card Drafting,Deck / Pool Building,Hand Management,Set Collection"
158131,1,Roll / Spin and Move
158132,1,Roll / Spin and Move
158133,1,"Campaign / Battle Card Driven,Partnerships,Roll / Spin and Move,Voting"
158134,0,Partnerships
158137,0,
15814,1,"Dice Rolling,Simulation"
15815,0,"Dice Rolling,Simulation"
158151,0,Hand Management
158152,2,"Card Drafting,Hand Management,Set Collection,Trading"
158159,2,"Action Point Allowance System,Co-operative Play,Dice Rolling,Hand Management,Modular Board,Variable Player Powers"
15816,0,Roll / Spin and Move
158162,0,Dice Rolling
158165,0,"Action / Movement Programming,Simultaneous Action Selection,Variable Player Powers"
158167,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
158168,1.9167,Deck / Pool Building
15817,2.0337,"Auction/Bidding,Betting/Wagering,Commodity Speculation,Dice Rolling,Worker Placement"
158170,0,"Co-operative Play,Worker Placement"
158172,0,Roll / Spin and Move
158176,0,"Campaign / Battle Card Driven,Card Drafting,Pattern Building,Pattern Recognition,Variable Player Powers"
158178,0,"Area Movement,Player Elimination,Roll / Spin and Move"
15818,1.154,"Dice Rolling,Press Your Luck"
158183,3,"Partnerships,Player Elimination,Variable Player Powers"
158188,3,"Partnerships,Player Elimination,Variable Player Powers"
15819,1.1667,
158198,1,Rock-Paper-Scissors
1582,4,Hex-and-Counter
15820,3.25,"Dice Rolling,Simulation"
158202,3,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling"
158203,0,"Pick-up and Deliver,Roll / Spin and Move"
158208,0,
15821,1,"Dice Rolling,Simulation"
158211,1,"Dice Rolling,Press Your Luck"
158217,0,"Card Drafting,Dice Rolling,Set Collection,Stock Holding,Trading"
158219,0,"Card Drafting,Dice Rolling,Set Collection,Stock Holding,Trading"
15822,0,"Dice Rolling,Simulation"
158220,0,"Card Drafting,Dice Rolling,Set Collection,Stock Holding,Trading"
158221,1,"Co-operative Play,Dice Rolling,Variable Player Powers"
158222,2,"Betting/Wagering,Hand Management,Variable Player Powers"
158225,0,"Area-Impulse,Auction/Bidding,Worker Placement"
158227,2.5,"Deck / Pool Building,Dice Rolling"
158228,1,
158229,1,"Card Drafting,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Role Playing,Storytelling,Tile Placement,Variable Player Powers"
15823,1,"Dice Rolling,Simulation"
158230,0,"Player Elimination,Point to Point Movement"
158231,2.6667,"Area Control / Area Influence,Grid Movement,Tile Placement"
158232,2,
158233,1.6667,"Dice Rolling,Hand Management,Trading,Variable Player Powers"
158236,1.0833,"Hand Management,Memory"
158237,2.5714,"Dice Rolling,Hex-and-Counter,Simulation"
15824,0,"Dice Rolling,Simulation"
158240,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
158242,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
158243,1.0814,"Betting/Wagering,Dice Rolling,Press Your Luck"
158247,1.5,"Dice Rolling,Press Your Luck"
158248,1,"Betting/Wagering,Memory,Secret Unit Deployment"
